X,Y,objectid,cenefa,zona_sitp,nombre,via,direccion_bandera,localidad,longitud,latitud,consecutivo_zona,tipo_m_s,consola,panel,audio,zonas_nuevas,globalid
-74.101840656697,4.64556489721483,5673,427A06,06,C.C. Gran Estación 2,KR 60,KR 60 - Av. Esperanza,Teusaquillo,-74.10184066,4.6455649,427,S,KR 60 - Av. Esperanza (427A06),KR 60 - Av. Esperanza,Carrera 60 Avenida Esperanza,K,{879B30A0-3FF1-4244-89FE-69CB1A5D2650}
-74.1451230000016,4.6470869998341,5674,427A07,07,Brisas de Castilla,Cl 10,CL 10 - KR 81 B,Kennedy,-74.145123,4.647087,427,S,CL 10 - KR 81 B (427A07),CL 10 - KR 81 B,Calle 10 Carrera 81 Be,F,{61E641C1-9E38-4041-8E4B-346C81394524}
-74.1669060000598,4.64019999958469,5675,427A08,08,Br. Calandaima,CL 38 Sur,CL 38 Sur - KR 89,Kennedy,-74.166906,4.6402,427,S,CL 38 Sur - KR 89 (427A08),CL 38 Sur - KR 89,Calle 38 Sur Carrera 89,F,{ED68A825-D42B-4033-908F-2660B3BB6B52}
-74.139789264889,4.60258841025824,5676,427A09,09,Br. Talavera,Cl 68G Sur,KR 68G  -  CL 39C Bis Sur,Kennedy,-74.13978926,4.60258841,427,S,KR 68G  -  CL 39C Bis Sur (427A09),KR 68G  -  CL 39C Bis Sur,Carrera 68 G Calle 39 C Bis Sur,G,{D993EAC0-9F46-42DF-A7A0-60C96FB01A10}
-74.1722889996189,4.57704600037352,5677,427A10,10,Br. Sierra Morena,CL 75C Sur,CL 75C Sur - KR 74A,Ciudad Bolívar,-74.172289,4.577046,427,S,CL 75C Sur - KR 74A (427A10),CL 75C Sur - KR 74A,Calle 75 C Sur Carrera 74 A,H,{A27101D8-C88D-4DB5-878A-FEDC712655EC}
-74.1588182051069,4.55329242790924,5678,427A11,11,IED Paraíso Mirador,KR 27B,KR 27B - CL 71 Sur,Ciudad Bolívar,-74.15881821,4.55329243,427,S,KR 27B - CL 71 Sur (427A11),KR 27B - CL 71 Sur,Carrera 27 Be Calle 71 Sur,H,{5C4E5321-EF6B-4D5F-A16F-C08AEEFC4E4E}
-74.1129977789093,4.53746321783275,5679,427A12,12,Br. Danubio Azul,Dg 57 S,Dg 59 Sur - KR 2,Usme,-74.11299778,4.53746322,427,S,Dg 59 Sur - KR 2 (427A12),Dg 59 Sur - KR 2,Diagonal 59 Sur Carrera Segunda,H,{B9D3BF11-9D04-460C-B3DF-5CA0FE0B3E28}
-74.0387190001118,4.75878400005171,5680,428A01,01,Tarbes de San José,KR  17B,KR 17B - CL 181C,Usaquén,-74.038719,4.758784,428,S,KR 17B - CL 181C (428A01),KR 17B - CL 181C,Carrera 17 Be Calle 181 C,B,{A0B01EA2-7743-4EF9-9F33-FA91B4C9BE39}
-74.0861019997034,4.75203000024056,5681,428A03,03,Br. Campanella,KR  97B,KR 97B - AC 153,Suba,-74.086102,4.75203,428,S,KR 97B - AC 153 (428A03),KR 97B - AC 153,Carrera 97 Be Avenida Calle 153,C,{49FCD92F-4485-459E-B10E-FED7723387DC}
-74.109901520182,4.70797530674163,5682,428A04,04,Portal de la 80,AC 80,AC 80 - TV 94L,Engativá,-74.10990152,4.70797531,428,S,AC 80 - TV 94L (428A04),AC 80 - TV 94L,Avenida Calle 80 Transversal 94 L,D,{A5D82FA2-A14D-44A4-BE21-C9935651E552}
-74.1022060000313,4.67330599994014,5683,428A05,05,La Reliquia,Cl 63Bis,CL 63Bis - KR 70C,Engativá,-74.102206,4.673306,428,S,CL 63Bis - KR 70C (428A05),CL 63Bis - KR 70C,Calle 63 Bis Carrera 70 C,D,{408F64DD-284F-40D5-962F-D58BF301DDDA}
-74.1003082605791,4.64797929736342,5684,428A06,06,CC Gran Estación,AC 26,AC 26 - KR 60,Teusaquillo,-74.10030826,4.6479793,428,S,AC 26 - KR 60 (428A06),AC 26 - KR 60,Avenida Calle 26 Carrera 60,K,{F10ACF0F-67BF-4B73-A6F6-B4426EE0A703}
-74.1571829996025,4.65328599997229,5685,428A07,07,Nueva Castilla IV,KR 92,KR 92 - CL 7,Kennedy,-74.157183,4.653286,428,S,KR 92 - CL 7 (428A07),KR 92 - CL 7,Carrera 92 Calle 7,F,{675EE038-4587-44C1-9478-F641E83F52A9}
-74.1380811151224,4.60192008958107,5686,428A09,09,Br. Talavera,Cl 39 Sur,CL 39 Sur - KR 68D Bis,Kennedy,-74.13808111,4.60192009,428,S,CL 39 Sur - KR 68D Bis (428A09),CL 39 Sur - KR 68D Bis,Calle 39 Sur Carrera 68 D Bis,G,{5E41ACF7-D5F0-4E9E-9F4F-BE30B566E052}
-74.1684449999205,4.57914499967502,5687,428A10,10,Br. Sierra Morena TV73G,TV 73H,TV 73H - DG 73C Sur,Ciudad Bolívar,-74.168445,4.579145,428,S,TV 73H - DG 73C Sur (428A10),TV 73H - DG 73C Sur,Transversal 73 H Diagonal 73 C Sur,H,{564070C2-A397-4ACF-A179-0309CAD47C1C}
-74.1588484736161,4.55346212574355,5688,428A11,11,IED Paraíso Mirador,KR 27B,KR 27B - CL 71 Sur,Ciudad Bolívar,-74.15884847,4.55346213,428,S,KR 27B - CL 71 Sur (428A11),KR 27B - CL 71 Sur,Carrera 27 Be Calle 71 Sur,H,{3B310856-4837-41FA-8F3F-824F59EF0C76}
-74.1103653983431,4.53496890489825,5689,428A12,12,Br. La Fiscala Norte,Cl 63 S,CL 64 Sur - KR 2 Este,Usme,-74.1103654,4.53496891,428,S,CL 64 Sur - KR 2 Este (428A12),CL 64 Sur - KR 2 Este,Calle 64 Sur Carrera Segunda Este,H,{E26F9CEC-C70F-44DC-AA0C-2BED6D8F4D59}
-74.0976624154168,4.56914285344603,5690,428A13,13,Br. La Serafina,Cl 30 A Sur,CL 30A Sur - KR 7A,San Cristóbal,-74.09766242,4.56914285,428,S,CL 30A Sur - KR 7A (428A13),CL 30A Sur - KR 7A,Calle 30 A Sur Carrera Séptima A,L,{07087C07-836C-4228-947C-AC1D3FA0CBC1}
-74.0937271719081,4.59677560168039,5691,429A00,00,Br. El Vergel,Cl 2,CL 2 - KR 20A,Los Mártires,-74.09372717,4.5967756,429,S,CL 2 - KR 20A (429A00),CL 2 - KR 20A,Calle Segunda Carrera 20 A,A,{9B42BC79-6D41-4B64-8A53-2E954C271622}
-74.0387441801292,4.76457597190339,5692,429A01,01,Br. el Verbenal,CL 187,CL 187 - KR 17B,Usaquén,-74.03874418,4.76457597,429,S,CL 187 - KR 17B (429A01),CL 187 - KR 17B,Calle 187 Carrera 17 Be,B,{39D76A8D-C55C-43BA-837F-B8944AA17557}
-74.0858022178244,4.75050809022529,5693,429A03,03,PARQUE EL PINAR,KR  96A,KR 96A - CL 152,Suba,-74.08580222,4.75050809,429,S,KR 96A - CL 152 (429A03),KR 96A - CL 152,Carrera 96 A Calle 152,C,{B318BAAC-7B20-46BC-B1ED-27A977CC1CBD}
-74.1231712465787,4.71875728985769,5694,429A04,04,Br. Villas de Granada,KR 113,KR 113 - CL 78,Engativá,-74.12317125,4.71875729,429,S,KR 113 - CL 78 (429A04),KR 113 - CL 78,Carrera 113 Calle 78,D,{80B0508F-57FB-47BE-B438-AF500244CF6F}
-74.1121225143497,4.68199672065604,5695,429A05,05,Los Azafranes,AC 63,AC 63 - TV 85,Engativá,-74.11212251,4.68199672,429,S,AC 63 - TV 85 (429A05),AC 63 - TV 85,Avenida Calle 63 Transversal 85,D,{DFB9CF7B-C8A9-4D0B-AC1F-EE0F9802528F}
-74.1272880077633,4.66952916768115,5696,429A06,06,Br. Modelia Occidental,AV. C. de Cali,AV. C. de Cali - CL 23A Bis,Fontibón,-74.12728801,4.66952917,429,S,AV. C. de Cali - CL 23A Bis (429A06),AV. C. de Cali - CL 23A Bis, Avenida Ciudad de Cali Calle 23 A Bis,K,{4A0B28B1-964A-4185-925A-A20D7F52A1C8}
-74.1535431679245,4.63044728307767,5697,429A08,08,Unidad Francisco José de Caldas,CL 26 Sur,CL 26 Sur - KR 79F,Kennedy,-74.15354317,4.63044728,429,S,CL 26 Sur - KR 79F (429A08),CL 26 Sur - KR 79F,Calle 26 Sur Carrera 79 F,F,{3053AF40-3F1C-4531-A299-A49CA51A1C0D}
-74.1384099389819,4.60703940365058,5698,429A09,09,Pq Carvajal Osorio,KR 68 L,KR 68 L - CL 37D-38 Sur,Kennedy,-74.13840994,4.6070394,429,S,KR 68 L - CL 37D-38 Sur (429A09),KR 68 L - CL 37D-38 Sur,Carrera 68 L Calle 37 D Sur,G,{C788A315-49E8-4B73-89B2-2D028C29844F}
-74.1277169999657,4.5792739999283,5699,429A10,10,IED Rafael Uribe Uribe,CL 46 Sur,CL 46 Sur - KR 24,Rafael Uribe,-74.127717,4.579274,429,S,CL 46 Sur - KR 24 (429A10),CL 46 Sur - KR 24,Calle 46 Sur Carrera 24,H,{281D757B-68C3-4A3C-9F94-0399546BA5EF}
-74.1474565353573,4.50697690728158,5700,429A11,11,Br. Lagunitas,KR 18F,KR 18F - CL 92 Sur,Ciudad Bolívar,-74.14745654,4.50697691,429,S,KR 18F - CL 92 Sur (429A11),KR 18F - CL 92 Sur,Carrera 18 F Calle 92 Sur,H,{4F473095-B20A-4575-BE2E-47316680EE23}
-74.1107349998943,4.53518800020344,5701,429A12,12,Br. La Fiscala Norte,Cl 63 S,CL 64 Sur - KR 2 Este,Usme,-74.110735,4.535188,429,S,CL 64 Sur - KR 2 Este (429A12),CL 64 Sur - KR 2 Este,Calle 64 Sur Carrera Segunda Este,H,{0650A39D-ECF9-49AD-825E-6F62CDFE4EE7}
-74.0944175988047,4.54366893674422,5702,429A13,13,Br. San Jacinto,Dg 50 Sur,DG 50 Sur - KR 4 E,San Cristóbal,-74.0944176,4.54366894,429,S,DG 50 Sur - KR 4 E (429A13),DG 50 Sur - KR 4 E,Diagonal 50 Sur Carrera Cuarta Este,L,{461B02E6-61C6-415B-997A-7F86E417CB0E}
-74.0962133993006,4.59759271513042,5703,430A00,00,Br. El Vergel,Cl 2,CL 2 - KR 24A,Los Mártires,-74.0962134,4.59759272,430,S,CL 2 - KR 24A (430A00),CL 2 - KR 24A,Calle Segunda Carrera 24 A,A,{BFE74A3D-DA64-463D-ABA4-5DECD27E59BD}
-74.0240975571013,4.76623114779587,5704,430A01,01,Br. Buena Vista La Estrellita II,KR  4,KR 4 - CL 189A,Usaquén,-74.02409756,4.76623115,430,S,KR 4 - CL 189A (430A01),KR 4 - CL 189A,Carrera Cuarta Calle 189 A,B,{95407708-D16F-4C3E-B5A5-A22CCDB1980C}
-74.0863016084016,4.75506362069186,5705,430A03,03,COLEGIO EL ENCANTO,KR  99,KR 99 - CL 155D,Suba,-74.08630161,4.75506362,430,S,KR 99 - CL 155D (430A03),KR 99 - CL 155D,Carrera 99 Calle 155 D,C,{7BB8F177-FED1-489F-BDE4-CE4E869D2C6E}
-74.1069476872643,4.70682406194708,5706,430A04,04,Primavera,KR  94,KR 94 - AC 80,Engativá,-74.10694769,4.70682406,430,S,KR 94 - AC 80 (430A04),KR 94 - AC 80,Carrera 94 Avenida Calle 80,D,{8023CA5C-8529-458A-B0FB-F8A001374830}
-74.1124097041952,4.68191727280643,5707,430A05,05,Los Monjes,AC 63,AC 63 - TV 85,Engativá,-74.1124097,4.68191727,430,S,AC 63 - TV 85 (430A05),AC 63 - TV 85,Avenida Calle 63 Transversal 85,K,{94D0BD96-E4C2-4D70-815F-2E8BC5F7FD8D}
-74.1245113153374,4.67287624011353,5708,430A06,06,Br. Bosque de Modelia,AV. C. de Cali,AV. C. de Cali - CL 23C,Fontibón,-74.12451131,4.67287624,430,S,AV. C. de Cali - CL 23C (430A06),AV. C. de Cali - CL 23C, Avenida Ciudad de Cali Calle 23 C,K,{D14425A2-5893-4A9C-A0F4-D6A17BDE2D0C}
-74.1534373763539,4.63060006758522,5709,430A08,08,Br. Ciudad Kennedy Supermanzana 12,CL 26 Sur,CL 26 Sur - KR 79C,Kennedy,-74.15343738,4.63060007,430,S,CL 26 Sur - KR 79C (430A08),CL 26 Sur - KR 79C,Calle 26 Sur Carrera 79 C,F,{C5B44712-C8FF-49D0-9779-DDD3B1E40784}
-74.1381604052357,4.60225806978593,5710,430A09,09,Br. Alquería La Fragua,Cl 39 Sur,CL 39 Sur - KR 68D Bis,Kennedy,-74.13816041,4.60225807,430,S,CL 39 Sur - KR 68D Bis (430A09),CL 39 Sur - KR 68D Bis,Calle 39 Sur Carrera 68 D Bis,G,{8031390D-3CD5-41AC-BCB8-8AD0FE48F73E}
-74.1684950001419,4.57903500022528,5711,430A10,10,Br. Sierra Morena TV73G,TV 73H,TV 73H - DG 73C Sur,Ciudad Bolívar,-74.168495,4.579035,430,S,TV 73H - DG 73C Sur (430A10),TV 73H - DG 73C Sur,Transversal 73 H Diagonal 73 C Sur,H,{8AC832BD-04EE-46EA-9905-041EE275591A}
-74.1473029933668,4.50719154530161,5712,430A11,11,Br. Lagunitas,KR 18F,KR 18F - CL 89 Sur,Ciudad Bolívar,-74.14730299,4.50719155,430,S,KR 18F - CL 89 Sur (430A11),KR 18F - CL 89 Sur,Carrera 18 F Calle 89 Sur,H,{E03EC459-E45F-4E75-8A0B-21733A09BF3A}
-74.1039542565523,4.48865394817339,5713,430A12,12,Br. El Nuevo Portal II,TV 6F Este,TV 6F Este – CL 105 Sur,Usme,-74.10395426,4.48865395,430,S,TV 6F Este – CL 105 Sur (430A12),TV 6F Este – CL 105 Sur,Calle 105 Sur Carrera Séptima Este,H,{79245294-5979-4836-8117-F5BF53BCAB62}
-74.0842271110874,4.56838181039243,5714,430A13,13,Barrio San Blas,Calle 20 S,CL 20 Sur - KR 3 D E,San Cristóbal,-74.08422711,4.56838181,430,S,CL 20 Sur - KR 3 D E (430A13),CL 20 Sur - KR 3 D E,Calle 20 Sur Carrera Tercera D Este,L,{F8CD3AE5-647D-472D-92EE-BF73A894D3AD}
-74.0968701921655,4.60028149464974,5715,431A00,00,Santa Isabel,KR 26,KR 26 - CL 2C,Los Mártires,-74.09687019,4.6002815,431,S,KR 26 - CL 2C (431A00),KR 26 - CL 2C,Carrera 26 Calle Segunda C,A,{9489F8E0-3127-4AA3-8D50-C1712F3C7A68}
-74.0374165439268,4.76252377715325,5716,431A01,01,Br. El Verbenal II Sector,KR 16,KR 16 - CL 185,Usaquén,-74.03741654,4.76252378,431,M,KR 16 - CL 185 (431A01),KR 16 - CL 185,Carrera 16 Calle 185,B,{6D2121D6-3C08-4C7A-91E4-9CC125B27072}
-74.0860295070021,4.75540793992807,5717,431A03,03,Br. Orquídeas II Sector,KR 99,KR 99 - CL 156,Suba,-74.08602951,4.75540794,431,S,KR 99 - CL 156 (431A03),KR 99 - CL 156,Carrera 99 Calle 156,C,{1535A9FC-4EF7-4F5F-B8E9-A2226282AB67}
-74.0755724850046,4.6656132245736,5718,431A04,04,Estación Av. Chile,AV. NQS,AV. NQS - CL 70,Barrios Unidos,-74.07557248,4.66561323,431,S,AV. NQS - CL 70 (431A04),AV. NQS - CL 70,Avenida N Q S Calle 70,D,{6A64D066-17D7-468A-8545-C570BC384131}
-74.1055278849676,4.6804457191848,5719,431A05,05,Br. El Encanto,KR 75,KR 75 - CL 64C,Engativá,-74.10552788,4.68044572,431,S,KR 75 - CL 64C (431A05),KR 75 - CL 64C,Carrera 75 Calle 64 C,D,{C71AF7F4-8BC4-4EB8-AA6E-F1AA3B8F8EBD}
-74.1268251623298,4.68580554159097,5720,431A06,06,Br. San José De Fontibón,AC 26,AC 26 - KR 96A,Fontibón,-74.12682516,4.68580554,431,S,AC 26 - KR 96A (431A06),AC 26 - KR 96A,Avenida Calle 26 Carrera 96 A,K,{9AFF486C-82D3-4FCB-80E7-D02CEB7799E6}
-74.166087337588,4.63806745189498,5721,431A08,08,Pq. Público Patio Bonito,KR 88,KR 88 - CL 38A Bis Sur,Kennedy,-74.16608734,4.63806745,431,S,KR 88 - CL 38A Bis Sur (431A08),KR 88 - CL 38A Bis Sur,Carrera 88 Calle 38 A Bis Sur,F,{2C94C51D-75B0-4276-90C5-114356D2F4FB}
-74.1363313489339,4.60361860206115,5722,431A09,09,Br. Salvador Allende,KR 68D,KR 68D - CL 38A Sur,Kennedy,-74.13633135,4.6036186,431,S,KR 68D - CL 38A Sur (431A09),KR 68D - CL 38A Sur,Carrera 68 D Calle 38 A Sur,G,{DAD405A2-8913-4BE6-B049-690FED5D9DE2}
-74.1721710000495,4.57704199995239,5723,431A10,10,Br. Sierra Morena,CL 75C Sur,CL 75C Sur - KR 73I,Ciudad Bolívar,-74.172171,4.577042,431,S,CL 75C Sur - KR 73I (431A10),CL 75C Sur - KR 73I,Calle 75 C Sur Carrera 73 I,H,{DFDDB120-63D1-4036-BF30-4CAC3F1244F7}
-74.1544989453454,4.5350497068242,5724,431A11,11,El Recuerdo Sur,KR 24,KR 24 - CL 78C Sur,Ciudad Bolívar,-74.15449894,4.53504971,431,S,KR 24 - CL 78C Sur (431A11),KR 24 - CL 78C Sur,Carrera 24 Calle 78 C Sur,H,{E47AAB58-3849-4DF9-B52A-533FD5C5FD52}
-74.1159709755758,4.54334845064898,5725,431A12,12,Br. La Paz,Dg 52A Sur,DG 52 A Sur - KR 5 A Sur,Rafael Uribe,-74.11597098,4.54334845,431,S,DG 52 A Sur - KR 5 A Sur (431A12),DG 52 A Sur - KR 5 A Sur,Diagonal 52 A Sur Carrera Quinta A Sur,H,{2F0A11AF-EB8A-47BA-8CBB-6B025373D43E}
-74.0844443118429,4.57238784362498,5726,431A13,13,Parque San Cristóbal,Cl 18 S,CL 18 Sur - KR 3E,San Cristóbal,-74.08444431,4.57238784,431,S,CL 18 Sur - KR 3E (431A13),CL 18 Sur - KR 3E,Calle 18 Sur Carrera 3E,L,{7AD2E8D4-300A-4BED-976E-E3F0A7C2371B}
-74.0375974938093,4.76404499060166,5727,431B01,01,Br. El Verbenal II Sector,KR 16,KR 16 – CL 186D,Usaquén,-74.03759749,4.76404499,431,M,KR 16 – CL 186D (431B01),KR 16 – CL 186D,Carrera 16 Calle 186 D,B,{8647EF1C-DD2B-49BB-AD12-413C3DC2BF50}
-74.0373519606185,4.76238792482263,5728,432A01,01,Br. El Refugio de San Antonio,KR 16,KR 16 - CL 185,Usaquén,-74.03735196,4.76238793,432,S,KR 16 - CL 185 (432A01),KR 16 - CL 185,Carrera 16 Calle 185,B,{7AA603EE-E70A-4726-BACA-AC6FA99C1865}
-74.1435119170413,4.71578906963733,5729,432A05,05,Br. Engativá Zona Urbana,CL 63L,CL 63L - KR 124,Engativá,-74.14351192,4.71578907,432,S,CL 63L - KR 124 (432A05),CL 63L - KR 124,Calle 63 L Carrera 124,D,{99600721-DC7B-4CD5-AB03-7EF8AD2D1214}
-74.1485915473103,4.683154725869,5730,432A06,06,Br. Belén Fontibón,KR 111A,KR 111A - CL 20B,Fontibón,-74.14859155,4.68315473,432,S,KR 111A - CL 20B (432A06),KR 111A - CL 20B,Carrera 111A Calle 20 Be,K,{72742E86-22C0-44C1-AB0D-5707DE0BCAED}
-74.1652532571179,4.63821346719516,5731,432A08,08,Br. Patio Bonito III Sector,KR 87I,KR 87I - CL 37 Sur,Kennedy,-74.16525326,4.63821347,432,S,KR 87I - CL 37 Sur (432A08),KR 87I - CL 37 Sur,Carrera 87 I Calle 37 Sur,F,{326AAFB7-F868-4A94-8B4E-C67C109EF5CE}
-74.1366663193094,4.60300225864208,5732,432A09,09,Br. Alquería La Fragua,KR  68 D,KR 68 D - CL 38A Sur,Kennedy,-74.13666632,4.60300226,432,S,KR 68 D - CL 38A Sur (432A09),KR 68 D - CL 38A Sur,Carrera 68 D Calle 38 A Sur,G,{1C312A9E-5379-47F3-A122-AC31ACBE4C3F}
-74.1769649996173,4.58743599977247,5733,432A10,10,Br. La Estancia,KR 75I,KR 75I - CL 62I Sur,Ciudad Bolívar,-74.176965,4.587436,432,S,KR 75I - CL 62I Sur (432A10),KR 75I - CL 62I Sur,Carrera 75 I Calle 62 I Sur,H,{83FC20EF-B31E-4025-B3D0-583CEDB434D6}
-74.1157048228355,4.54343166334259,5734,432A12,12,Br. La Paz (El Cebadal),Dg 52A Sur,DG 52 A Sur - KR 5A,Rafael Uribe,-74.11570482,4.54343166,432,S,DG 52 A Sur - KR 5A (432A12),DG 52 A Sur - KR 5A,Diagonal 52 A Sur Carrera Quinta A,H,{D6CC55C2-215F-4A26-A6FA-F16C6D12C71F}
-74.0862753545563,4.59306664124215,5735,433A00,00,Instituto San Bernardo De La Salle,Cl 2,CL 2 - KR 12A,Santa Fe,-74.08627535,4.59306664,433,S,CL 2 - KR 12A (433A00),CL 2 - KR 12A,Calle Segunda Carrera 12 A,L,{62DA46FF-404B-4F9F-A0AC-917936A896FD}
-74.090362556315,4.75798319889223,5736,433A03,03,Las Mercedes I,AK 104,AK 104 - CL 162,Suba,-74.09036256,4.7579832,433,S,AK 104 - CL 162 (433A03),AK 104 - CL 162,Avenida Carrera 104 Calle 162,C,{6DB53934-C45B-4818-8B3B-BAF81CD94D69}
-74.0847198004217,4.66702811242564,5737,433A05,05,Br. Popular Modelo,AK 60,AK 60 - AC 64,Barrios Unidos,-74.0847198,4.66702811,433,S,AK 60 - AC 64 (433A05),AK 60 - AC 64,Avenida Carrera 60 Avenida Calle 64,D,{449AEFC2-1149-41C7-AE38-0C6EE673083D}
-74.1369674061131,4.67918199691001,5738,433A06,06,IED Costa Rica,KR 100,KR 100 - CL 23B,Fontibón,-74.13696741,4.679182,433,S,KR 100 - CL 23B (433A06),KR 100 - CL 23B,Carrera 100 Calle 23 Be,K,{7954FDB6-14A9-4269-BFAC-C7202CD8EF73}
-74.163973480025,4.63910564908227,5739,433A08,08,Liceo San Juan Gabriel Perboyre,KR 87I,KR 87I - CL 37 Sur,Kennedy,-74.16397348,4.63910565,433,S,KR 87I - CL 37 Sur (433A08),KR 87I - CL 37 Sur,Carrera 87 I Calle 37 Sur,F,{E6B87DCD-AB1F-446D-B3F4-B71C2BFCF112}
-74.1362799998749,4.60526199979789,5740,433A09,09,IED Alquería de la Fragua,Cl 37B S,CL 37B Sur - KR 69D-93,Kennedy,-74.13628,4.605262,433,S,CL 37B Sur - KR 69D-93 (433A09),CL 37B Sur - KR 69D-93,Calle 37 Be Sur Carrera 69 D,G,{3D021E83-95B1-41DD-922F-0DBE6AF5FB79}
-74.159305999918,4.57198799979109,5741,433A10,10,Jerusalén Bellavista,TV 46A,TV 46A -CL 69I Sur,Ciudad Bolívar,-74.159306,4.571988,433,S,TV 46A -CL 69I Sur (433A10),TV 46A -CL 69I Sur,Transversal 46 A Calle 69 I Sur,H,{3359D91F-063B-4A0C-8D73-3ED6C8CCAB05}
-74.1515359998988,4.54158799977832,5742,433A11,11,Br. Naciones Unidas,KR 18R,KR 18R - CL 75A Sur,Ciudad Bolívar,-74.151536,4.541588,433,S,KR 18R - CL 75A Sur (433A11),KR 18R - CL 75A Sur,Carrera 18 R Calle 75 A Sur,H,{409A50BD-759B-470C-9E93-CDE2172D5786}
-74.1135595960878,4.54282018289345,5743,433A12,12,Br. La Paz,Dg 52A Sur,DG 52 A Sur - KR 4,Rafael Uribe,-74.1135596,4.54282018,433,S,DG 52 A Sur - KR 4 (433A12),DG 52 A Sur - KR 4,Diagonal 52 A Sur Carrera Cuarta,H,{30B76E09-4F5A-47EF-8587-13AC338A1A8C}
-74.0870969652247,4.55901253057815,5744,433A13,13,Br. Santa Inés Sur,KR 7 E,KR 7 E - CL 30A Sur,San Cristóbal,-74.08709697,4.55901253,433,S,KR 7 E - CL 30A Sur (433A13),KR 7 E - CL 30A Sur,Carrera Séptima Este Calle 30 A Sur,L,{87F43AF1-9931-4563-B0B2-6BC0BAC38CA1}
-74.0918263220254,4.59612391623835,5745,434A00,00,Br. Eduardo Santos,Cl 2,CL 2 - KR 19,Los Mártires,-74.09182632,4.59612392,434,S,CL 2 - KR 19 (434A00),CL 2 - KR 19,Calle Segunda Carrera 19,A,{6E3BEFBE-B52D-4894-AC09-F72ED7BE7A64}
-74.0347710635918,4.76427528509522,5746,434A01,01,Br. Verbenal San Antonio,CL 187,CL 187 - KR 14,Usaquén,-74.03477106,4.76427529,434,S,CL 187 - KR 14 (434A01),CL 187 - KR 14,Calle 187 Carrera 14,B,{5F49ACFA-E366-47D2-8A74-440E933C1359}
-74.084347389903,4.66822822959426,5747,434A05,05,Aldeas Infantiles SOS Colombia,KR 60,AK 60 - AC 64,Barrios Unidos,-74.08434739,4.66822823,434,S,AK 60 - AC 64 (434A05),AK 60 - AC 64,Avenida Carrera 60 Avenida Calle 64,D,{F5DF71FD-2D18-4EFB-8AD0-CECED57DC33E}
-74.1370946735655,4.67933672775136,5748,434A06,06,IED Costa Rica,KR 100,KR 100 - CL 23B,Fontibón,-74.13709467,4.67933673,434,S,KR 100 - CL 23B (434A06),KR 100 - CL 23B,Carrera 100 Calle 23 Be,K,{3F38C305-34AE-41C1-89E0-5471DC8AA56B}
-74.136050044662,4.60502868043905,5749,434A09,09,IED Alquería de la Fragua,Cl 37 B S,CL 37 B Sur - KR 68 D,Kennedy,-74.13605005,4.60502868,434,S,CL 37 B Sur - KR 68 D (434A09),CL 37 B Sur - KR 68 D,Calle 37 Be Sur Carrera 68 D,G,{8BFF8E14-655F-464C-8985-C529F2E0FDB7}
-74.1592239995825,4.57192500038698,5750,434A10,10,Manuela Beltrán,TV 46A,TV 46A -CL 69I Sur,Ciudad Bolívar,-74.159224,4.571925,434,S,TV 46A -CL 69I Sur (434A10),TV 46A -CL 69I Sur,Transversal 46 A Calle 69 I Sur,H,{814A9B1B-9077-4C95-ADEE-E7C3AAE8903A}
-74.1130943424047,4.54284057022151,5751,434A12,12,Br. La Paz,Dg 52A Sur,DG 52 A Sur - KR 3D,Rafael Uribe,-74.11309434,4.54284057,434,S,DG 52 A Sur - KR 3D (434A12),DG 52 A Sur - KR 3D,Diagonal 52 A Sur Carrera Tercera D,H,{97771CEE-7453-4075-A403-0418A4B2DA53}
-74.0885878673206,4.55762675934821,5752,434A13,13,Pq. Gaitán Cortés,Cl 32 S,CL 32 Sur - KR 6A E,San Cristóbal,-74.08858787,4.55762676,434,S,CL 32 Sur - KR 6A E (434A13),CL 32 Sur - KR 6A E,Calle 32 Sur Carrera Sexta A Este,L,{A3636DFE-DA90-485F-B398-E2C199772D23}
-74.089094846376,4.59594845718235,5753,435A00,00,Br. Eduardo Santos,Cl 3,CL 3 - KR 17,Los Mártires,-74.08909485,4.59594846,435,S,CL 3 - KR 17 (435A00),CL 3 - KR 17,Calle Tercera Carrera 17,A,{6EE901F9-73FB-4573-9E8D-18C8ED47D317}
-74.0330576558509,4.76167804138788,5754,435A01,01,Verbenal San Antonio,KR  11,KR 11 - CL 185,Usaquén,-74.03305766,4.76167804,435,S,KR 11 - CL 185 (435A01),KR 11 - CL 185,Carrera 11 Calle 185,B,{B9F53F37-AC0A-4C55-98D9-7FAABBDD4276}
-74.0849010003198,4.75757999987519,5755,435A03,03,LAS ORQUIDEAS,Cl 157A,CL 157A - KR 98A,Suba,-74.084901,4.75758,435,S,CL 157A - KR 98A (435A03),CL 157A - KR 98A,Calle 157 A Carrera 98 A,C,{CFFA94B4-35E3-44E3-82C5-833DEE6DF42E}
-74.1142230038236,4.71232819509669,5756,435A04,04,Br. Bochica,AC 80,AC 80 - KR 102,Engativá,-74.114223,4.7123282,435,S,AC 80 - KR 102 (435A04),AC 80 - KR 102,Avenida Calle 80 Carrera 102,D,{3026238F-F6B6-447E-BFAA-0C71CAC28CFD}
