X,Y,objectid,cenefa,zona_sitp,nombre,via,direccion_bandera,localidad,longitud,latitud,consecutivo_zona,tipo_m_s,consola,panel,audio,zonas_nuevas,globalid
-74.0639713908793,4.68848076904524,1,001A00,00,C.C. Iserra 100,AC 100,AC 100 - KR 54,Barrios Unidos,-74.06397139,4.68848077,001,M,AC 100 - KR 54 (001A00),AC 100 - KR 54,Avenida Calle 100 Carrera 54,C,{1C1EDC47-96EB-4853-9189-97B765A8AF81}
-74.0459144889156,4.68409095343384,2,001A01,01,Br. Rincón del Chicó,AC 100,AC 100 - KR 13,Usaquén,-74.04591449,4.68409095,001,M,AC 100 - KR 13 (001A01),AC 100 - KR 13,Avenida Calle 100 Carrera 13,B,{F086C285-653E-452F-947B-792103055740}
-74.0663501400865,4.75986663309753,3,001A02,02,Gimnasio Iragua,AV. Boyacá,AV. Boyacá - AC 170,Suba,-74.06635014,4.75986663,001,S,AV. Boyacá - AC 170 (001A02),AV. Boyacá - AC 170,Avenida Boyacá Avenida Calle 170,C,{9A771489-8D3B-41CD-9042-2E2250DCE844}
-74.0714391790451,4.68950396357068,4,001A03,03,Br. Julio Flórez,AC 100,AC 100 - KR 66A,Suba,-74.07143918,4.68950396,001,M,AC 100 - KR 66A  (001A03),AC 100 - KR 66A,Avenida Calle 100 Carrera 66 A,D,{55C06634-40A2-4938-B6F3-B869EE78F507}
-74.0803920468132,4.68262599522609,5,001A04,04,Avenida Calle 80,AK 68,AK 68 - CL 79D,Barrios Unidos,-74.08039205,4.682626,001,M,AK 68 - CL 79D (001A04),AK 68 - CL 79D,Avenida Carrera 68 Calle 79 D,D,{DEB197F6-DD6A-40A5-AD2F-87169E3131D4}
-74.0843836253965,4.65192649094552,6,001A05,05,Br. Pablo VI Norte,AK 50,AK 50 - CL 59,Teusaquillo,-74.08438362,4.65192649,001,S,AK 50 - CL 59 (001A05),AK 50 - CL 59,Avenida Carrera 50 Calle 59,K,{7E569749-A827-46C1-ADB9-C6CF77F0ABE9}
-74.1177236366161,4.63810998983285,7,001A06,06,Avenida Calle 13,AK 68,AK 68 - AC 13,Fontibón,-74.11772364,4.63810999,001,M,AK 68 - AC 13 (001A06),AK 68 - AC 13,Avenida Carrera 68 Avenida Calle 13,K,{D9CB49A4-9C24-4E45-AD15-E282372ECBFA}
-74.1080122928452,4.62549076130205,8,001A07,07,Br. San Francisco,AK 50,AK 50 - TV 49,Puente Aranda,-74.10801229,4.62549076,001,S,AK 50 - TV 49 (001A07),AK 50 - TV 49,Avenida Carrera 50 Transversal 49,F,{07450617-A877-4A5F-9F87-33C7F2F5D8E5}
-74.1260213720612,4.61944724898802,9,001A08,08,Br. Hipotecho Sur,AK 68,AK 68 - CL 3 Sur,Kennedy,-74.12602137,4.61944725,001,M,AK 68 - CL 3 Sur (001A08),AK 68 - CL 3 Sur,Avenida Carrera 68 Calle Tercera Sur,F,{D5925147-EC9A-4CAF-8E97-BAADF90DFC46}
-74.1362727316487,4.59832741160303,10,001A09,09,Br. Alquería La Fragua II,AK 68,AK 68 - CL 39I Sur,Kennedy,-74.13627273,4.59832741,001,M,AK 68 - CL 39I Sur (001A09),AK 68 - CL 39I Sur,Avenida Carrera 68 Calle 39 I Sur,G,{C64C9D17-CF49-4440-8918-19897ABDE188}
-74.1455579999806,4.58993400036925,11,001A10,10,Pq. Lagunetas,AV. Boyacá,AV. Boyacá - DG 50A Sur,Tunjuelito,-74.145558,4.589934,001,M,AV. Boyacá - DG 50A Sur (001A10),AV. Boyacá - DG 50A Sur,Avenida Boyacá Diagonal 50 A Sur,H,{962D7DB5-B8E0-41C7-9D10-739F52441214}
-74.141362307959,4.57743543126414,12,001A11,11,Br. Arborizadora Baja,AV. Boyacá,AV. Boyacá - KR 25,Tunjuelito,-74.14136231,4.57743543,001,M,AV. Boyacá - KR 25 (001A11),AV. Boyacá - KR 25,Avenida Boyacá Carrera 25,H,{32EB0C31-0739-4BCE-B668-71B0E857702E}
-74.1236869310842,4.57356136490291,13,001A12,12,Funeraria Claret,AV. Caracas,AV. Caracas - CL 45 Sur,Rafael Uribe,-74.12368693,4.57356137,001,S,AV. Caracas - CL 45 Sur (001A12),AV. Caracas - CL 45 Sur,Avenida Caracas Calle 45 Sur,H,{2C19F786-C5CB-42B7-83B2-A39364E1218D}
-74.0894648630719,4.57117212738299,14,001A13,13,Avenida 1 de Mayo,AV. 1 de Mayo,AV. 1 de Mayo - KR 2,San Cristóbal,-74.08946486,4.57117213,001,S,AV. 1 de Mayo - KR 2 (001A13),AV. 1 de Mayo - KR 2,Avenida Primero de Mayo Carrera Segunda,L,{72D03A94-3C6E-401F-A05E-7BE1B488EA9F}
-74.0641791871717,4.68853258541202,15,001B00,00,C.C. Iserra 100,AC 100,AC 100 - KR 54,Barrios Unidos,-74.06417919,4.68853259,001,M,AC 100 - KR 54 (001B00),AC 100 - KR 54,Avenida Calle 100 Carrera 54,C,{B2FF24AA-2F84-463A-9E60-E0D7020A44FB}
-74.0450727087419,4.68369364571952,16,001B01,01,Br. Rincón del Chicó,AC 100,AC 100 - KR 11B,Usaquén,-74.04507271,4.68369365,001,M,AC 100 - KR 11B (001B01),AC 100 - KR 11B,Avenida Calle 100 Carrera 11 Be,B,{2779E475-31B7-4D97-A287-2EFA90D2414F}
-74.0707365528727,4.68968642039737,17,001B03,03,Br. Julio Flórez,AC 100,AC 100 - KR 65,Suba,-74.07073655,4.68968642,001,M,AC 100 - KR 65 (001B03),AC 100 - KR 65,Avenida Calle 100 Carrera 65,D,{458E25E0-13E0-4BB1-A43C-7AA5CC9FFC78}
-74.0805776299213,4.68246165708256,18,001B04,04,Avenida Calle 80,AK 68,AK 68 - CL 79A,Barrios Unidos,-74.08057763,4.68246166,001,M,AK 68 - CL 79A (001B04),AK 68 - CL 79A,Avenida Carrera 68 Calle 79 A,D,{E1F3CECA-8557-4629-8457-9544ED72E316}
-74.1175147433955,4.6383260928735,19,001B06,06,Avenida Calle 13,AK 68,AK 68 - AC 13,Fontibón,-74.11751474,4.63832609,001,M,AK 68 - AC 13 (001B06),AK 68 - AC 13,Avenida Carrera 68 Avenida Calle 13,K,{3C544497-CD81-4BF9-8094-1294AD96122E}
-74.1258946680698,4.61993696606197,20,001B08,08,Br. Hipotecho Sur,AK 68,AK 68- CL 1 Sur,Kennedy,-74.12589467,4.61993697,001,M,AK 68- CL 1 Sur (001B08),AK 68- CL 1 Sur,Avenida Carrera 68 Calle Primera Sur,F,{16D50ED0-CFFA-47D7-9A13-80D0B37A05CF}
-74.1364605671729,4.59807638838492,21,001B09,09,Br. Alquería La Fragua II,AK 68,AK 68 - CL  39G Sur,Kennedy,-74.13646057,4.59807639,001,M,AK 68 - CL  39G Sur (001B09),AK 68 - CL  39G Sur,Avenida Carrera 68 Calle 39 G Sur,G,{2161576E-F92A-4395-B304-5E1ABD389888}
-74.1455459997131,4.59044699978203,22,001B10,10,Pq. Lagunetas,AV. Boyacá,AV. Boyacá - DG 51 Sur,Tunjuelito,-74.145546,4.590447,001,M,AV. Boyacá - DG 51 Sur (001B10),AV. Boyacá - DG 51 Sur,Avenida Boyacá Diagonal 51 Sur,H,{86B86870-F997-41BA-BCFC-406A419FD45C}
-74.1417831352102,4.57825133988788,23,001B11,11,Br. Arborizadora Baja,AV. Boyacá,AV. Boyacá - KR 29,Tunjuelito,-74.14178313,4.57825134,001,M,AV. Boyacá - KR 29 (001B11),AV. Boyacá - KR 29,Avenida Boyacá Carrera 29,H,{86B04DF2-6424-4DD3-95F3-9805CF460CFF}
-74.0643831092239,4.6886077246719,24,001C00,00,C.C. Iserra 100,AC 100,AC 100 - KR 54,Barrios Unidos,-74.06438311,4.68860773,001,M,AC 100 - KR 54 (001C00),AC 100 - KR 54,Avenida Calle 100 Carrera 54,C,{86B229F0-520D-4C11-BEFC-060533288E58}
-74.0705106239773,4.68973213730883,25,001C03,03,Br. Julio Flórez,AC 100,AC 100 - KR 65,Suba,-74.07051062,4.68973214,001,M,AC 100 - KR 65 (001C03),AC 100 - KR 65,Avenida Calle 100 Carrera 65,D,{8709053B-2E11-4B73-9A7D-084E3FDD1139}
-74.0809398227565,4.68218459683693,26,001C04,04,AC 80,AK 68,AK 68 - CL 78,Barrios Unidos,-74.08093982,4.6821846,001,M,AK 68 - CL 78 (001C04),AK 68 - CL 78,Avenida Carrera 68 Calle 78,D,{6DB61A0D-9D39-4575-B03C-499C1CBFAA43}
-74.1172188614023,4.63863433455227,27,001C06,06,Avenida Calle 13,AK 68,AK 68 - AC 13,Fontibón,-74.11721886,4.63863434,001,M,AK 68 - AC 13 (001C06),AK 68 - AC 13,Avenida Carrera 68 Avenida Calle 13,K,{5D991077-D1C1-4828-82F7-9090F05DDC10}
-74.1258031973184,4.62020099471679,28,001C08,08,Br. Hipotecho Sur,AK 68,AK 68 - CL 1 Sur,Kennedy,-74.1258032,4.620201,001,M,AK 68 - CL 1 Sur (001C08),AK 68 - CL 1 Sur,Avenida Carrera 68 Calle Primera Sur,F,{10358B3F-5B3F-434E-8A8A-177A1BB22658}
-74.1170017327295,4.63882620601657,29,001D06,06,Avenida Calle 13,AK 68,AK 68 - AC 13,Fontibón,-74.11700173,4.63882621,001,M,AK 68 - AC 13 (001D06),AK 68 - AC 13,Avenida Carrera 68 Avenida Calle 13,K,{B7FB6EDB-B4F7-4573-B834-CB2696EC1A06}
-74.125711251563,4.62047848495292,30,001D08,08,Br. Hipotecho Sur,AK 68,AK 68 - CL 1 Sur,Kennedy,-74.12571125,4.62047849,001,M,AK 68 - CL 1 Sur (001D08),AK 68 - CL 1 Sur,Avenida Carrera 68 Calle Primera Sur,F,{8D985EF9-F2D9-464E-AE75-12AC2226FBC3}
-74.066056289412,4.66238545729714,31,002A00,00,Br. San Felipe,AC 72,AC 72 - KR 22,Barrios Unidos,-74.06605629,4.66238546,002,S,AC 72 - KR 22 (002A00),AC 72 - KR 22,Avenida Calle 72 Carrera 22,A,{152A8553-400A-49FA-9F04-6823694E6E30}
-74.0264758413007,4.72863251762309,32,002A01,01,Br. Barrancas Perlas del Norte,AC  153,AC 153 - kr 7B,Usaquén,-74.02647584,4.72863252,002,S,AC 153 - kr 7B (002A01),AC 153 - kr 7B,Avenida Calle 153 Carrera Séptima Be,B,{03077299-0493-4AA7-83BA-EB7409B01564}
-74.0660250440909,4.75961823724379,33,002A02,02,Br. Iragua,AV. Boyacá,AV. Boyacá - AC 170,Suba,-74.06602504,4.75961824,002,S,AV. Boyacá - AC 170 (002A02),AV. Boyacá - AC 170,Avenida Boyacá Avenida Calle 170,C,{59AD5ABD-F58C-4EEF-A876-9A397CE6B809}
-74.0789993429233,4.71123429272828,34,002A03,03,Niza Norte,AV. Boyacá,AV. Boyacá - CL 127A,Suba,-74.07899934,4.71123429,002,S,AV. Boyacá - CL 127A (002A03),AV. Boyacá - CL 127A,Avenida Boyacá Calle 127 A,C,{1606B164-E2A0-435D-98D0-EEEEBA107B9B}
-74.0926525771402,4.69032684979274,35,002A04,04,Br. Bonanza,AV. Boyacá,AV. Boyacá - CL 74A,Engativá,-74.09265258,4.69032685,002,M,AV. Boyacá - CL 74A (002A04),AV. Boyacá - CL 74A,Avenida Boyacá Calle 74 A,D,{0EFE7FAF-A37D-43EB-8609-A21077B117A0}
-74.0845139552245,4.65090077813397,36,002A05,05,Br. Nicolás de Federmann,AK 50,AK 50 - CL 59,Teusaquillo,-74.08451396,4.65090078,002,S,AK 50 - CL 59 (002A05),AK 50 - CL 59,Avenida Carrera 50 Calle 59,K,{57B08290-DD1F-46AD-AAB2-B9FFDE141011}
-74.1147075701342,4.64112004565983,37,002A06,06,Br. Granjas de Techo,AK 68,AK 68 - CL 18,Fontibón,-74.11470757,4.64112005,002,M,AK 68 - CL 18 (002A06),AK 68 - CL 18,Avenida Carrera 68 Calle 18,K,{F68EEE9B-A014-4347-A22D-BC4A828A610A}
-74.1079158917462,4.62601796478123,38,002A07,07,CC Carrera,AK 50,AK 50 - AV. Américas,Puente Aranda,-74.10791589,4.62601797,002,S,AK 50 - AV. Américas (002A07),AK 50 - AV. Américas,Avenida Carrera 50 Avenida Américas,F,{F929AFA7-4FFA-4E34-A58B-7CF18A171A92}
-74.1273691862531,4.61397428941909,39,002A08,08,Br. Milenta,AK 68,AK 68 - CL 15 Sur,Puente Aranda,-74.12736919,4.61397429,002,M,AK 68 - CL 15 Sur (002A08),AK 68 - CL 15 Sur,Avenida Carrera 68 Calle 15 Sur,F,{F6C02885-8ACF-4D12-9A7C-E638298FCB7F}
-74.1361834760057,4.59785050542246,40,002A09,09,Br. Alquería,AK 68,AK 68 - CL 42A Sur,Puente Aranda,-74.13618348,4.59785051,002,M,AK 68 - CL 42A Sur (002A09),AK 68 - CL 42A Sur,Avenida Carrera 68 Calle 42 A Sur,G,{5DD3D48E-1510-45FF-B874-368DFA9B84BF}
-74.1385846883576,4.56278391609388,41,002A11,11,Br. San Benito,AV. Boyacá,AV. Boyacá - CL 60 Sur,Ciudad Bolívar,-74.13858469,4.56278392,002,M,AV. Boyacá - CL 60 Sur (002A11),AV. Boyacá - CL 60 Sur,Avenida Boyacá Calle 60 Sur,H,{B3C74297-B684-454F-8B7A-EBEC5BAFDA7C}
-74.125090740141,4.56965059610322,42,002A12,12, San José Sur,AV. Caracas,AV. Caracas - CL 46 Sur,Rafael Uribe,-74.12509074,4.5696506,002,S,AV. Caracas - CL 46 Sur (002A12),AV. Caracas - CL 46 Sur,Avenida Caracas Calle 46 Sur,H,{767D3D3B-C8AF-4D54-B2A5-1CCB61E1D049}
-74.088913108176,4.57060037892264,43,002A13,13,Carrera 2,AV. 1 de Mayo,AV. 1 de Mayo - KR 2,San Cristóbal,-74.08891311,4.57060038,002,S,AV. 1 de Mayo - KR 2 (002A13),AV. 1 de Mayo - KR 2,Avenida Primero de Mayo Carrera Segunda,L,{084611AF-26BC-495F-80D5-6C70AF47E14D}
-74.0927581353651,4.69020209177666,44,002B04,04,Br. Bonanza,AV. Boyacá,AV. Boyacá - CL 74A,Engativá,-74.09275813,4.69020209,002,M,AV. Boyacá - CL 74A (002B04),AV. Boyacá - CL 74A,Avenida Boyacá Calle 74 A,D,{CAD512F0-51B7-4428-9640-7D2F2BAFE4A0}
-74.1144230719813,4.64140740685658,45,002B06,06,Br. Granjas de Techo,AK 68,AK 68 - CL 18,Fontibón,-74.11442307,4.64140741,002,M,AK 68 - CL 18 (002B06),AK 68 - CL 18,Avenida Carrera 68 Calle 18,K,{9A3D3958-6DF7-470B-9069-B9DCC09CA78B}
-74.1272688091655,4.61434185522136,46,002B08,08,Br. Milenta,AK 68,AK 68 - CL 17 Sur,Puente Aranda,-74.12726881,4.61434186,002,M,AK 68 - CL 17 Sur (002B08),AK 68 - CL 17 Sur,Avenida Carrera 68 Calle 17 Sur,F,{328CCEA0-66FE-4440-BE62-98EE057ACD39}
-74.1364276932166,4.59743850665041,47,002B09,09,Br. Alquería,AK 68,AK 68 - CL 42A Sur,Puente Aranda,-74.13642769,4.59743851,002,M,AK 68 - CL 42A Sur (002B09),AK 68 - CL 42A Sur,Avenida Carrera 68 Calle 42 A Sur,G,{BEE0EAC6-CD14-4085-9597-110135674350}
-74.1387611082722,4.56168433694116,48,002B11,11,Br. San Benito,AV. Boyacá,AV. Boyacá - CL 60B Bis Sur,Ciudad Bolívar,-74.13876111,4.56168434,002,M,AV. Boyacá - CL 60B Bis Sur (002B11),AV. Boyacá - CL 60B Bis Sur,Avenida Boyacá Calle 60 Be Bis Sur,H,{36935884-9DBD-49CE-BD66-8DBD438DA14F}
-74.1141109916248,4.64169323385136,49,002C06,06,Granjas de Techo,AK 68,AK 68 - CL 18,Fontibón,-74.11411099,4.64169323,002,M,AK 68 - CL 18 (002C06),AK 68 - CL 18,Avenida Carrera 68 Calle 18,K,{1E1F41A0-59BC-49ED-A444-BAA7FA68D98E}
-74.1274184789921,4.61379110522809,50,002C08,08,Br. Milenta,AK 68,AK 68 - CL 17 Sur,Puente Aranda,-74.12741848,4.61379111,002,M,AK 68 - CL 17 Sur (002C08),AK 68 - CL 17 Sur,Avenida Carrera 68 Calle 17 Sur,F,{C4803319-6E91-498C-82E1-FE81FDA188B6}
-74.1366093802864,4.59718481527821,51,002C09,09,Br. Alquería,AK 68,AK 68 - CL 42B Sur,Puente Aranda,-74.13660938,4.59718482,002,M,AK 68 - CL 42B Sur (002C09),AK 68 - CL 42B Sur,Avenida Carrera 68 Calle 42 Be Sur,G,{E1A228CE-7AA9-4695-BE5A-912445E3F1EB}
-74.1388789995603,4.55939200018964,52,002C11,11,Br. Meissen,AV. Boyacá,AV Boyacá - KR 18C,Ciudad Bolívar,-74.138879,4.559392,002,M,AV Boyacá - KR 18C (002C11),AV Boyacá - KR 18C,Avenida Boyacá Carrera 18 C,H,{14E16D6C-74CF-4BFE-B71F-4DC2B93CD8C1}
-74.1138980040117,4.64189842643628,53,002D06,06,Br. Granjas de Techo,AK 68,AK 68 - CL 18,Fontibón,-74.113898,4.64189843,002,M,AK 68 - CL 18 (002D06),AK 68 - CL 18,Avenida Carrera 68 Calle 18,K,{58098951-A19F-4991-8F76-7426F38D354C}
-74.1276807557693,4.61297563027586,54,002D08,08,Br. Milenta,AK 68,AK 68 - CL 18 Sur,Puente Aranda,-74.12768076,4.61297563,002,M,AK 68 - CL 18 Sur (002D08),AK 68 - CL 18 Sur,Avenida Carrera 68 Calle 18 Sur,F,{1BE89B79-2154-4463-9047-F93B93A7366A}
-74.0687970867187,4.66414860614215,55,003A00,00,Pq. Alcázares,AC 72,AC 72 - KR 27,Barrios Unidos,-74.06879709,4.66414861,003,S,AC 72 - KR 27 (003A00),AC 72 - KR 27,Avenida Calle 72 Carrera 27,A,{6E3B9286-AB10-4409-A361-47564F2EBD22}
-74.0662074219583,4.73620475633431,56,003A02,02,Br. El Plan,AV. Boyacá,AV. Boyacá - CL 147,Suba,-74.06620742,4.73620476,003,M,AV. Boyacá - CL 147 (003A02),AV. Boyacá - CL 147,Avenida Boyacá Calle 147,C,{BEBEE90F-AE74-44E4-A288-459B92CE3968}
-74.0805834216712,4.70920812342008,57,003A03,03,Pq. Alto de los Lagartos,AV. Boyacá,AV. Boyacá - AC 127,Suba,-74.08058342,4.70920812,003,M,AV. Boyacá - AC 127 (003A03),AV. Boyacá - AC 127,Avenida Boyacá Avenida Calle 127,C,{54B3AAA2-AED2-43E9-96D9-9C1E2F70C5C5}
-74.0750710086123,4.66913876976426,58,003A04,04,Br. 12 de Octubre,AC 72,AC 72 - KR 52,Barrios Unidos,-74.07507101,4.66913877,003,S,AC 72 - KR 52 (003A04),AC 72 - KR 52,Avenida Calle 72 Carrera 52,D,{833F0F56-ECD6-40BE-8DB4-ED5E9FCC5ABC}
-74.0854030071,4.64862835126037,59,003A05,05,Br. Nicolás de Federmán,AK 50,AK 50 - CL 57B,Teusaquillo,-74.08540301,4.64862835,003,S,AK 50 - CL 57B (003A05),AK 50 - CL 57B,Avenida Carrera 50 Calle 57 Be,K,{814FD8A7-4A56-4878-8AA6-1C326DBEF149}
-74.09816581278,4.63731517108867,60,003A06,06,Fiscalía General de la Nación,AK 50,AK 50 - AC 24,Teusaquillo,-74.09816581,4.63731517,003,S,AK 50 - AC 24 (003A06),AK 50 - AC 24,Avenida Carrera 50 Avenida Calle 24,K,{5904973F-BD94-4FF9-B5CB-7E02AD9AF5F9}
-74.1091782559459,4.62401488022034,61,003A07,07,Br. San Francisco,AK 50,AK 50 - TV 48,Puente Aranda,-74.10917826,4.62401488,003,S,AK 50 - TV 48 (003A07),AK 50 - TV 48,Avenida Carrera 50 Transversal 48,F,{C08B1CCE-A89F-4C3E-84C6-1807BF6D5546}
-74.1541848730131,4.63526169299317,62,003A08,08,Ciudad Techo II,Av. Agoberto Mejìa,AV. A. Mejía - AV. Américas,Kennedy,-74.15418487,4.63526169,003,S,AV. A. Mejía - AV. Américas (003A08),AV. A. Mejía - AV. Américas,Avenida Agoberto Mejía Avenida Américas,F,{D3474CE0-C11A-4D31-AFA4-27523DC19585}
-74.1231969450753,4.60006770376088,63,003A09,09,Urb. Santa Rita,AK 50,AK 50 - CL 31 Sur,Puente Aranda,-74.12319695,4.6000677,003,S,AK 50 - CL 31 Sur (003A09),AK 50 - CL 31 Sur,Avenida Carrera 50 Calle 31 Sur,G,{E9355939-6651-4921-B688-8AFC3FADAF98}
-74.1444294899947,4.58634878716064,64,003A10,10,Colmotores,AV. Boyacá,AV. Boyacá - KR 36A,Tunjuelito,-74.14442949,4.58634879,003,M,AV. Boyacá - KR 36A (003A10),AV. Boyacá - KR 36A,Avenida Boyacá Carrera 36 A,H,{DD7A1E4A-C9E1-4AB1-B285-B14BDBF316BD}
-74.1391721366278,4.56205608501376,65,003A11,11,Br. San Benito,AV. Boyacá,AV. Boyacá - CL 60A Sur,Ciudad Bolívar,-74.13917214,4.56205609,003,M,AV. Boyacá - CL 60A Sur (003A11),AV. Boyacá - CL 60A Sur,Avenida Boyacá Calle 60 A Sur,H,{4E641944-BAA4-4890-81A3-9F3A83EEE3E5}
-74.1248643417101,4.56359217098842,66,003A12,12,Br. Marco Fidel Suárez,AV. Caracas,AV. Caracas - KR 14A,Rafael Uribe,-74.12486434,4.56359217,003,S,AV. Caracas - KR 14A (003A12),AV. Caracas - KR 14A,Avenida Caracas Carrera 14 A,H,{1DEFB89B-5A99-4907-A20E-999CE404961D}
-74.0805551031835,4.57126760658707,67,003A13,13,Br. San Cristóbal Sur,DG 13 Sur,DG 13 Sur - KR 5 Este,San Cristóbal,-74.0805551,4.57126761,003,S,DG 13 Sur - KR 5 Este (003A13),DG 13 Sur - KR 5 Este,Diagonal 13 Sur Carrera Quinta Este,L,{D1080E02-1107-4973-811F-3776CCAD84DE}
-74.0808016129483,4.70881256260986,68,003B03,03,Pq. Alto de los Lagartos,AV. Boyacá,AV. Boyacá - AC 127,Suba,-74.08080161,4.70881256,003,M,AV. Boyacá - AC 127 (003B03),AV. Boyacá - AC 127,Avenida Boyacá Avenida Calle 127,C,{78707B46-55C0-4EA9-B4E8-0533F209C501}
-74.1447511259584,4.5871767429942,69,003B10,10,Colmotores,AV. Boyacá,AV. Boyacá - DG 53 Sur,Tunjuelito,-74.14475113,4.58717674,003,M,AV. Boyacá - DG 53 Sur (003B10),AV. Boyacá - DG 53 Sur,Avenida Boyacá Diagonal 53 Sur,H,{9EE23083-3018-4CBF-80EE-BA73A02E650D}
-74.1391424701163,4.5623129482007,70,003B11,11,Br. San Benito,AV. Boyacá,AV. Boyacá - CL 60 Sur,Ciudad Bolívar,-74.13914247,4.56231295,003,M,AV. Boyacá - CL 60 Sur (003B11),AV. Boyacá - CL 60 Sur,Avenida Boyacá Calle 60 Sur,H,{EDE32204-7264-473B-A756-3F85D9412DD7}
-74.0702906017219,4.66553323472375,71,004A00,00,Br. Los Alcázares Norte,AC 72,AC 72 - KR 28,Barrios Unidos,-74.0702906,4.66553324,004,S,AC 72 - KR 28 (004A00),AC 72 - KR 28,Avenida Calle 72 Carrera 28,A,{04D2864C-36AB-456E-9DBE-7EB49C532ACF}
-74.0281419800157,4.72942253460801,72,004A01,01,Br. Barrancas Perlas del Norte,AC  153,AC 153 - 7F,Usaquén,-74.02814198,4.72942254,004,S,AC 153 - 7F (004A01),AC 153 - 7F,Avenida Calle 153 Séptima F,B,{3E475A57-ED99-438F-B34B-BC4CFDBBABB8}
-74.0671503064365,4.73413903959232,73,004A02,02,Escuela de Carabineros,AV. Boyacá,AV. Boyacá - AC 147,Suba,-74.06715031,4.73413904,004,S,AV. Boyacá - AC 147 (004A02),AV. Boyacá - AC 147,Avenida Boyacá Avenida Calle 147,C,{EFE098A3-FC91-4162-9E04-FB09E0D3B7EE}
-74.0803039997544,4.70920699963991,74,004A03,03,Pq. Alto de Los Lagartos (Club Choquenzá),AV. Boyacá,AV. Boyacá - AC 127,Suba,-74.080304,4.709207,004,M,AV. Boyacá - AC 127 (004A03),AV. Boyacá - AC 127,Avenida Boyacá Avenida Calle 127,C,{1CD3F371-2AC3-4E55-9121-C35C1F3717FD}
-74.105253256258,4.69589943358873,75,004A04,04,Br. La Soledad Norte,AC 72,AC 72 - TV 83 Bis,Engativá,-74.10525326,4.69589943,004,S,AC 72 - TV 83 Bis (004A04),AC 72 - TV 83 Bis,Avenida Calle 72 Transversal 83 Bis,D,{DBE0A9DD-DADC-4ABF-A550-E9610FE9D82B}
-74.0870300293564,4.64537742673568,76,004A05,05,Pq. La Esmeralda,AK 50,AK 50 - CL 45,Teusaquillo,-74.08703003,4.64537743,004,S,AK 50 - CL 45 (004A05),AK 50 - CL 45,Avenida Carrera 50 Calle 45,K,{F32E6151-5069-4AC7-BEE2-74706A8E622B}
-74.0997184911411,4.636285523553,77,004A06,06,Br. Ortezal,AK 50,AK 50 - CL 22 Bis,Puente Aranda,-74.09971849,4.63628552,004,S,AK 50 - CL 22 Bis (004A06),AK 50 - CL 22 Bis,Avenida Carrera 50 Calle 22 Bis,K,{E6F9797C-3322-446F-9A88-9B6A2B1331C4}
-74.1092929278324,4.6242668647706,78,004A07,07,Br. San Rafael Industrial,AK 50,AK 50 - CL 5C-81,Puente Aranda,-74.10929293,4.62426687,004,S,AK 50 - CL 5C-81 (004A07),AK 50 - CL 5C-81,Avenida Carrera 50 Calle Quinta C,F,{6F64321F-2BB1-4E6D-831C-43977CD1DECD}
-74.1542603587514,4.63491425456384,79,004A08,08,Corabastos,Av. Agoberto Mejìa,AV. A. Mejía - AV. Américas,Kennedy,-74.15426036,4.63491426,004,S,AV. A. Mejía - AV. Américas (004A08),AV. A. Mejía - AV. Américas,Avenida Agoberto Mejía Avenida Américas,F,{97CFDE9D-9B6B-4BCA-9A5E-DC333B6B52D3}
-74.1233882772068,4.60014523520139,80,004A09,09,Pq. Santa Rita I Sector,AK 50,AK 50 - CL 31 Sur,Puente Aranda,-74.12338828,4.60014524,004,S,AK 50 - CL 31 Sur (004A09),AK 50 - CL 31 Sur,Avenida Carrera 50 Calle 31 Sur,G,{B61D18BD-B94D-4E3D-A4D9-FB9153D9EDA0}
-74.1262070000448,4.58767799999869,81,004A10,10,Br. Inglés,AV. J. Gaitán C.,AV. J. Gaitán C. - CL 41 Sur,Rafael Uribe,-74.126207,4.587678,004,M,AV. J. Gaitán C. - CL 41 Sur (004A10),AV. J. Gaitán C. - CL 41 Sur,Avenida Jorge Gaitán Cortés Calle 41 Sur,H,{76E6631B-1CDC-4288-8A87-E3E4FF6C128E}
-74.1391539837222,4.55872477826958,82,004A11,11,Br. Lucero Alto,AV. Boyacá,AV. Boyacá - KR 18Q,Ciudad Bolívar,-74.13915398,4.55872478,004,M,AV. Boyacá - KR 18Q (004A11),AV. Boyacá - KR 18Q,Avenida Boyacá Carrera 18 Q,H,{BFE9EF7C-FBA8-4C12-AA24-EF0401234955}
-74.1232398543379,4.55923747899615,83,004A12,12,Br. El Playón,AV. Caracas,AV. Caracas - KR 11,Rafael Uribe,-74.12323985,4.55923748,004,S,AV. Caracas - KR 11 (004A12),AV. Caracas - KR 11,Avenida Caracas Carrera 11,H,{FFFFA2EF-1272-4377-A707-E1D58E09087A}
-74.0806012990048,4.57136400873897,84,004A13,13,Br. San Cristóbal Sur,Dg 13 S,DG 13 Sur - KR 5 E,San Cristóbal,-74.0806013,4.57136401,004,S,DG 13 Sur - KR 5 E (004A13),DG 13 Sur - KR 5 E,Diagonal 13 Sur Carrera Quinta Este,L,{72CB8348-98F6-4E43-89A0-C5475822E5C9}
