LocNombre,LocAAdmini,LocArea,LocCodigo,SHAPE_Leng,SHAPE_Area,geometry
ANTONIO NARIÑO,Acuerdo 117 de 2003,4879543.38643,15,0.108973020106,0.000397341362785,"POLYGON ((-74.1307544629999 4.593353347000061, -74.1291650249999 4.59327354900006, -74.12825843399992 4.593273518000046, -74.12759225199994 4.593273494000073, -74.12635175499992 4.593251218000091, -74.1250004929999 4.593317851000052, -74.1221429069999 4.59356224600009, -74.1209023959999 4.593784475000064, -74.11950681999991 4.594117835000077, -74.11797832699995 4.594517874000076, -74.11687072399991 4.594806789000074, -74.11567450699994 4.59516238000009, -74.11463335799994 4.595384611000043, -74.11343713799994 4.595806885000059, -74.11157633699992 4.596607006000056, -74.10909525399995 4.597829421000085, -74.10856757099992 4.597944794000057, -74.10821599099995 4.598016700000073, -74.10783710399994 4.598088603000065, -74.10707300599995 4.598243989000082, -74.10445608099991 4.596198915000059, -74.10402826599994 4.595840775000056, -74.10370606499993 4.595454948000054, -74.10366945899995 4.595304298000087, -74.10361454899993 4.595087506000084, -74.10320447299995 4.594661256000052, -74.10311658699993 4.594720037000059, -74.10294448699995 4.594771469000079, -74.10270281499993 4.594789823000042, -74.10249776199993 4.5947934810000675, -74.10205469999994 4.594800798000051, -74.09908454899994 4.594919370000071, -74.0907160509999 4.592532264000056, -74.0890048949999 4.591819547000057, -74.0849308679999 4.589319823000039, -74.09036176199993 4.581405630000063, -74.09458245899992 4.575796995000076, -74.0989479669999 4.578866739000091, -74.10266081399993 4.581372499000054, -74.10888231099995 4.58922836000005, -74.10932755899995 4.588826501000085, -74.11006554099993 4.588659263000068, -74.11026419099994 4.588657638000086, -74.11044550399993 4.588655346000053, -74.11095042499994 4.58865768000004, -74.11131534599991 4.588655398000071, -74.11164813599993 4.588643904000094, -74.11278050299995 4.588571877000049, -74.1135734529999 4.588519315000042, -74.1150545079999 4.588328691000072, -74.11686321099995 4.58844715500004, -74.12447142399992 4.589959367000063, -74.12522816899991 4.590284100000076, -74.12715664399991 4.591845506000084, -74.12738088599991 4.592011687000081, -74.12777042099992 4.5923292380000476, -74.12803073399994 4.5925390930000844, -74.12829044699993 4.5926531880000425, -74.12853009699995 4.592711130000055, -74.12890917999994 4.592804056000091, -74.12946944399994 4.592940412000075, -74.12989316499994 4.593063802000074, -74.13074817199993 4.593351415000086, -74.1307544629999 4.593353347000061))"
